"","ID","Description","Count","GeneRatio","geneID"
"GO:0072559","GO:0072559","NLRP3 inflammasome complex",0,"0/85",""
"GO:0097169","GO:0097169","AIM2 inflammasome complex",0,"0/85",""
"GO:0140634","GO:0140634","CARD8 inflammasome complex",0,"0/85",""
"GO:0071818","GO:0071818","BAT3 complex",0,"0/85",""
"GO:0072380","GO:0072380","TRC complex",0,"0/85",""
"GO:0099523","GO:0099523","presynaptic cytosol",0,"0/85",""
"GO:0099524","GO:0099524","postsynaptic cytosol",0,"0/85",""
"GO:1990329","GO:1990329","IscS-TusA complex",0,"0/85",""
"GO:1990330","GO:1990330","IscS-IscU complex",0,"0/85",""
"GO:1902507","GO:1902507","thiazole synthase complex",0,"0/85",""
"GO:1990140","GO:1990140","MPT synthase complex",0,"0/85",""
"GO:0001535","GO:0001535","radial spoke head",0,"0/85",""
"GO:0001536","GO:0001536","radial spoke stalk",0,"0/85",""
"GO:0036156","GO:0036156","inner dynein arm",0,"0/85",""
"GO:0036157","GO:0036157","outer dynein arm",0,"0/85",""
"GO:0097649","GO:0097649","A axonemal microtubule",0,"0/85",""
"GO:0097650","GO:0097650","B axonemal microtubule",0,"0/85",""
"GO:1990719","GO:1990719","C1 axonemal microtubule",0,"0/85",""
"GO:1990720","GO:1990720","C2 axonemal microtubule",0,"0/85",""
"GO:0097540","GO:0097540","axonemal central pair",0,"0/85",""
"GO:1990717","GO:1990717","axonemal central bridge",0,"0/85",""
"GO:1990718","GO:1990718","axonemal central pair projection",0,"0/85",""
"GO:0031561","GO:0031561","cellular bud tip polarisome",0,"0/85",""
"GO:0000142","GO:0000142","cellular bud neck contractile ring",0,"0/85",""
"GO:0000399","GO:0000399","cellular bud neck septin structure",0,"0/85",""
"GO:0031560","GO:0031560","cellular bud neck polarisome",0,"0/85",""
"GO:0120155","GO:0120155","MIH complex",0,"0/85",""
"GO:0042644","GO:0042644","chloroplast nucleoid",0,"0/85",""
"GO:0042647","GO:0042647","proplastid nucleoid",0,"0/85",""
"GO:1990177","GO:1990177","IHF-DNA complex",0,"0/85",""
"GO:1990178","GO:1990178","HU-DNA complex",0,"0/85",""
"GO:0009426","GO:0009426","bacterial-type flagellum basal body, distal rod",0,"0/85",""
"GO:0009429","GO:0009429","bacterial-type flagellum basal body, proximal rod",0,"0/85",""
"GO:0120101","GO:0120101","bacterial-type flagellum stator complex",0,"0/85",""
"GO:0120107","GO:0120107","bacterial-type flagellum rotor complex",0,"0/85",""
"GO:0000311","GO:0000311","plastid large ribosomal subunit",0,"0/85",""
"GO:0000312","GO:0000312","plastid small ribosomal subunit",0,"0/85",""
"GO:0043253","GO:0043253","chloroplast ribosome",0,"0/85",""
"GO:0009533","GO:0009533","chloroplast stromal thylakoid",0,"0/85",""
"GO:0009840","GO:0009840","chloroplastic endopeptidase Clp complex",0,"0/85",""
"GO:0010287","GO:0010287","plastoglobule",0,"0/85",""
"GO:0032283","GO:0032283","plastid acetate CoA-transferase complex",0,"0/85",""
"GO:0031232","GO:0031232","extrinsic component of external side of plasma membrane",0,"0/85",""
"GO:0031233","GO:0031233","intrinsic component of external side of plasma membrane",0,"0/85",""
"GO:0098567","GO:0098567","periplasmic side of plasma membrane",0,"0/85",""
"GO:0098591","GO:0098591","external side of apical plasma membrane",0,"0/85",""
"GO:0070263","GO:0070263","external side of fungal-type cell wall",0,"0/85",""
"GO:0097611","GO:0097611","dinoflagellate cingulum",0,"0/85",""
"GO:0097612","GO:0097612","dinoflagellate sulcus",0,"0/85",""
"GO:0097685","GO:0097685","dinoflagellate apical groove",0,"0/85",""
"GO:0005641","GO:0005641","nuclear envelope lumen",0,"0/85",""
"GO:0005643","GO:0005643","nuclear pore",0,"0/85",""
"GO:0031965","GO:0031965","nuclear membrane",1,"1/85","NRXN1"
"GO:0034992","GO:0034992","microtubule organizing center attachment site",0,"0/85",""
"GO:0044195","GO:0044195","nucleoplasmic reticulum",0,"0/85",""
"GO:0106083","GO:0106083","nuclear membrane protein complex",0,"0/85",""
"GO:0120321","GO:0120321","nuclear envelope adjacent to nuclear pore complex",0,"0/85",""
"GO:0005769","GO:0005769","early endosome",3,"3/85","HFE/SLC1A1/CNTNAP2"
"GO:0005770","GO:0005770","late endosome",2,"2/85","GRIN2B/SLC1A1"
"GO:0010008","GO:0010008","endosome membrane",2,"2/85","DIO3/SLC1A1"
"GO:0031904","GO:0031904","endosome lumen",0,"0/85",""
"GO:0033263","GO:0033263","CORVET complex",0,"0/85",""
"GO:0036019","GO:0036019","endolysosome",0,"0/85",""
"GO:0036452","GO:0036452","ESCRT complex",0,"0/85",""
"GO:0044352","GO:0044352","pinosome",0,"0/85",""
"GO:0055037","GO:0055037","recycling endosome",2,"2/85","HFE/SLC1A1"
"GO:0097422","GO:0097422","tubular endosome",0,"0/85",""
"GO:0097443","GO:0097443","sorting endosome",0,"0/85",""
"GO:0098830","GO:0098830","presynaptic endosome",0,"0/85",""
"GO:0098845","GO:0098845","postsynaptic endosome",0,"0/85",""
"GO:0030140","GO:0030140","trans-Golgi network transport vesicle",0,"0/85",""
"GO:0030142","GO:0030142","COPI-coated Golgi to ER transport vesicle",0,"0/85",""
"GO:0030143","GO:0030143","COPI-coated inter-Golgi transport vesicle",0,"0/85",""
"GO:0030658","GO:0030658","transport vesicle membrane",0,"0/85",""
"GO:0060199","GO:0060199","clathrin-sculpted glutamate transport vesicle",0,"0/85",""
"GO:0060200","GO:0060200","clathrin-sculpted acetylcholine transport vesicle",0,"0/85",""
"GO:0070081","GO:0070081","clathrin-sculpted monoamine transport vesicle",0,"0/85",""
"GO:0070382","GO:0070382","exocytic vesicle",4,"4/85","BDNF/DLG4/ROGDI/CTTNBP2"
"GO:0098566","GO:0098566","transport vesicle lumen",0,"0/85",""
"GO:0001669","GO:0001669","acrosomal vesicle",0,"0/85",""
"GO:0030667","GO:0030667","secretory granule membrane",1,"1/85","ITGB3"
"GO:0031045","GO:0031045","dense core granule",0,"0/85",""
"GO:0031091","GO:0031091","platelet alpha granule",1,"1/85","ITGB3"
"GO:0032593","GO:0032593","insulin-responsive compartment",0,"0/85",""
"GO:0033093","GO:0033093","Weibel-Palade body",0,"0/85",""
"GO:0034774","GO:0034774","secretory granule lumen",0,"0/85",""
"GO:0036000","GO:0036000","mucocyst",0,"0/85",""
"GO:0042581","GO:0042581","specific granule",0,"0/85",""
"GO:0042582","GO:0042582","azurophil granule",0,"0/85",""
"GO:0042583","GO:0042583","chromaffin granule",0,"0/85",""
"GO:0042588","GO:0042588","zymogen granule",0,"0/85",""
"GO:0042599","GO:0042599","lamellar body",0,"0/85",""
"GO:0042827","GO:0042827","platelet dense granule",0,"0/85",""
"GO:0060473","GO:0060473","cortical granule",0,"0/85",""
"GO:0070820","GO:0070820","tertiary granule",0,"0/85",""
"GO:0098594","GO:0098594","mucin granule",0,"0/85",""
"GO:0101002","GO:0101002","ficolin-1-rich granule",0,"0/85",""
"GO:0005640","GO:0005640","nuclear outer membrane",0,"0/85",""
"GO:0005642","GO:0005642","annulate lamellae",0,"0/85",""
"GO:0005789","GO:0005789","endoplasmic reticulum membrane",3,"3/85","DHCR24/GRIN2B/RYR2"
"GO:0071595","GO:0071595","Nem1-Spo7 phosphatase complex",0,"0/85",""
"GO:1990578","GO:1990578","perinuclear endoplasmic reticulum membrane",0,"0/85",""
"GO:0098897","GO:0098897","spine apparatus membrane",0,"0/85",""
"GO:0098899","GO:0098899","spine apparatus lumen",0,"0/85",""
"GO:1903349","GO:1903349","omegasome membrane",0,"0/85",""
"GO:0070056","GO:0070056","prospore membrane leading edge",0,"0/85",""
"GO:0070057","GO:0070057","prospore membrane spindle pole body attachment site",0,"0/85",""
"GO:0001533","GO:0001533","cornified envelope",0,"0/85",""
"GO:0001772","GO:0001772","immunological synapse",0,"0/85",""
"GO:0001891","GO:0001891","phagocytic cup",0,"0/85",""
"GO:0009546","GO:0009546","plasmodesmatal cytoplasmic sleeve",0,"0/85",""
"GO:0009548","GO:0009548","plasmodesmatal plasma membrane",0,"0/85",""
"GO:0009897","GO:0009897","external side of plasma membrane",1,"1/85","HFE"
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane",3,"3/85","DLG4/NTSR1/SHANK3"
"GO:0016328","GO:0016328","lateral plasma membrane",1,"1/85","IQGAP3"
"GO:0019897","GO:0019897","extrinsic component of plasma membrane",3,"3/85","CDH10/DLG4/SHANK3"
"GO:0031226","GO:0031226","intrinsic component of plasma membrane",27,"27/85","AVPR1A/CDH10/DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/HFE/ITGB3/MTNR1A/MTNR1B/NTSR1/OXTR/PCDH9/SCN1A/SLC1A1/SLC16A2/GPR50/NRXN3/NRXN1/CNTNAP2/NLGN3/GABRQ/NLGN4X/DPP10/LRRTM3"
"GO:0031256","GO:0031256","leading edge membrane",4,"4/85","GABRA5/ITGB3/USH2A/CNTNAP2"
"GO:0031257","GO:0031257","cell trailing edge membrane",0,"0/85",""
"GO:0031910","GO:0031910","cytostome",0,"0/85",""
"GO:0031911","GO:0031911","cytoproct",0,"0/85",""
"GO:0031979","GO:0031979","plasma membrane-derived thylakoid lumen",0,"0/85",""
"GO:0032178","GO:0032178","medial membrane band",0,"0/85",""
"GO:0032584","GO:0032584","growth cone membrane",0,"0/85",""
"GO:0033012","GO:0033012","porosome",0,"0/85",""
"GO:0033101","GO:0033101","cellular bud membrane",0,"0/85",""
"GO:0042383","GO:0042383","sarcolemma",2,"2/85","RYR2/SNTG2"
"GO:0044298","GO:0044298","cell body membrane",1,"1/85","GABRA5"
"GO:0046868","GO:0046868","mesosome",0,"0/85",""
"GO:0070470","GO:0070470","plasma membrane respirasome",0,"0/85",""
"GO:0097197","GO:0097197","tetraspanin-enriched microdomain",0,"0/85",""
"GO:0097524","GO:0097524","sperm plasma membrane",0,"0/85",""
"GO:0098590","GO:0098590","plasma membrane region",20,"20/85","CA2/CDH10/DLG4/GABRA5/GABRB3/GLRA2/GRIN2B/ITGB3/OXTR/SLC1A1/SLC16A2/USH2A/NRXN1/IL1RAPL1/CNTNAP2/NLGN3/GABRQ/NLGN4X/SHANK3/LRRTM3"
"GO:0098797","GO:0098797","plasma membrane protein complex",10,"10/85","CDH10/DLG4/DPP6/GRIN2B/HFE/ITGB3/SCN1A/CNTNAP2/SNTG2/DPP10"
"GO:1990014","GO:1990014","orthogonal array",0,"0/85",""
"GO:0009279","GO:0009279","cell outer membrane",0,"0/85",""
"GO:0031968","GO:0031968","organelle outer membrane",0,"0/85",""
"GO:0043594","GO:0043594","outer endospore membrane",0,"0/85",""
"GO:0005942","GO:0005942","phosphatidylinositol 3-kinase complex",0,"0/85",""
"GO:0031244","GO:0031244","extrinsic component of cell outer membrane",0,"0/85",""
"GO:0035448","GO:0035448","extrinsic component of thylakoid membrane",0,"0/85",""
"GO:0012506","GO:0012506","vesicle membrane",7,"7/85","DIO3/DLG4/GABRB3/ITGB3/RYR2/SLC1A1/DIPK2A"
"GO:0019866","GO:0019866","organelle inner membrane",0,"0/85",""
"GO:0031300","GO:0031300","intrinsic component of organelle membrane",0,"0/85",""
"GO:0031966","GO:0031966","mitochondrial membrane",0,"0/85",""
"GO:0032580","GO:0032580","Golgi cisterna membrane",0,"0/85",""
"GO:0032588","GO:0032588","trans-Golgi network membrane",0,"0/85",""
"GO:0033016","GO:0033016","rhoptry membrane",0,"0/85",""
"GO:0042170","GO:0042170","plastid membrane",0,"0/85",""
"GO:0097381","GO:0097381","photoreceptor disc membrane",0,"0/85",""
"GO:0098576","GO:0098576","lumenal side of membrane",0,"0/85",""
"GO:0098588","GO:0098588","bounding membrane of organelle",8,"8/85","DHCR24/DIO3/DLG4/ITGB3/RYR2/SLC1A1/SHANK3/DIPK2A"
"GO:0110146","GO:0110146","magnetosome membrane",0,"0/85",""
"GO:0016021","GO:0016021","integral component of membrane",37,"37/85","AVPR1A/CDH10/DHCR24/DIO2/DIO3/DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/HFE/ITGB3/MTNR1A/MTNR1B/NTSR1/OXTR/PCDH9/RYR2/SCN1A/SLC1A1/SLC16A2/USH2A/GPR50/NRXN3/NRXN1/NRXN2/IL1RAPL1/CNTNAP2/NLGN3/LRRN3/GABRQ/NLGN4X/DPP10/PTCHD1/UNC80/LRRTM3"
"GO:0031225","GO:0031225","anchored component of membrane",0,"0/85",""
"GO:0031230","GO:0031230","intrinsic component of cell outer membrane",0,"0/85",""
"GO:0031360","GO:0031360","intrinsic component of thylakoid membrane",0,"0/85",""
"GO:0009521","GO:0009521","photosystem",0,"0/85",""
"GO:0042651","GO:0042651","thylakoid membrane",0,"0/85",""
"GO:0005746","GO:0005746","mitochondrial respirasome",0,"0/85",""
"GO:0098803","GO:0098803","respiratory chain complex",0,"0/85",""
"GO:0031240","GO:0031240","external side of cell outer membrane",0,"0/85",""
"GO:0031241","GO:0031241","periplasmic side of cell outer membrane",0,"0/85",""
"GO:0098562","GO:0098562","cytoplasmic side of membrane",3,"3/85","DLG4/NTSR1/SHANK3"
"GO:0098569","GO:0098569","internal side of mycolate outer membrane",0,"0/85",""
"GO:0098570","GO:0098570","stromal side of plastid inner membrane",0,"0/85",""
"GO:0098571","GO:0098571","lumenal side of plastid thylakoid membrane",0,"0/85",""
"GO:0098572","GO:0098572","stromal side of plastid thylakoid membrane",0,"0/85",""
"GO:0005905","GO:0005905","clathrin-coated pit",0,"0/85",""
"GO:0009925","GO:0009925","basal plasma membrane",1,"1/85","CA2"
"GO:0016323","GO:0016323","basolateral plasma membrane",1,"1/85","CA2"
"GO:0016324","GO:0016324","apical plasma membrane",4,"4/85","OXTR/SLC1A1/SLC16A2/USH2A"
"GO:0016327","GO:0016327","apicolateral plasma membrane",0,"0/85",""
"GO:0031253","GO:0031253","cell projection membrane",5,"5/85","GABRA5/ITGB3/USH2A/CNTNAP2/SHANK3"
"GO:0031520","GO:0031520","plasma membrane of cell tip",0,"0/85",""
"GO:0031676","GO:0031676","plasma membrane-derived thylakoid membrane",0,"0/85",""
"GO:0032154","GO:0032154","cleavage furrow",0,"0/85",""
"GO:0044853","GO:0044853","plasma membrane raft",0,"0/85",""
"GO:0060342","GO:0060342","photoreceptor inner segment membrane",0,"0/85",""
"GO:0097060","GO:0097060","synaptic membrane",14,"14/85","CDH10/DLG4/GABRA5/GABRB3/GLRA2/GRIN2B/ITGB3/NRXN1/IL1RAPL1/NLGN3/GABRQ/NLGN4X/SHANK3/LRRTM3"
"GO:0099400","GO:0099400","caveola neck",0,"0/85",""
"GO:0110070","GO:0110070","cellularization cleavage furrow",0,"0/85",""
"GO:0120003","GO:0120003","hinge region between urothelial plaques of apical plasma membrane",0,"0/85",""
"GO:0120267","GO:0120267","pellicular membrane",0,"0/85",""
"GO:1990075","GO:1990075","periciliary membrane compartment",1,"1/85","USH2A"
"GO:1990913","GO:1990913","sperm head plasma membrane",0,"0/85",""
"GO:0000813","GO:0000813","ESCRT I complex",0,"0/85",""
"GO:0000814","GO:0000814","ESCRT II complex",0,"0/85",""
"GO:0000815","GO:0000815","ESCRT III complex",0,"0/85",""
"GO:0005785","GO:0005785","signal recognition particle receptor complex",0,"0/85",""
"GO:0009538","GO:0009538","photosystem I reaction center",0,"0/85",""
"GO:0009539","GO:0009539","photosystem II reaction center",0,"0/85",""
"GO:0009782","GO:0009782","photosystem I antenna complex",0,"0/85",""
"GO:0009783","GO:0009783","photosystem II antenna complex",0,"0/85",""
"GO:0010006","GO:0010006","Toc complex",0,"0/85",""
"GO:0010278","GO:0010278","chloroplast outer membrane translocon",0,"0/85",""
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex",0,"0/85",""
"GO:0016472","GO:0016472","sodium ion-transporting two-sector ATPase complex",0,"0/85",""
"GO:0017090","GO:0017090","meprin A complex",0,"0/85",""
"GO:0030897","GO:0030897","HOPS complex",0,"0/85",""
"GO:0030904","GO:0030904","retromer complex",0,"0/85",""
"GO:0031205","GO:0031205","endoplasmic reticulum Sec complex",0,"0/85",""
"GO:0031211","GO:0031211","endoplasmic reticulum palmitoyltransferase complex",0,"0/85",""
"GO:0031897","GO:0031897","Tic complex",0,"0/85",""
"GO:0032936","GO:0032936","SREBP-SCAP complex",0,"0/85",""
"GO:0032937","GO:0032937","SREBP-SCAP-Insig complex",0,"0/85",""
"GO:0032969","GO:0032969","endosomal scaffold complex",0,"0/85",""
"GO:0033282","GO:0033282","protein C inhibitor-acrosin complex",0,"0/85",""
"GO:0034098","GO:0034098","VCP-NPL4-UFD1 AAA ATPase complex",0,"0/85",""
"GO:0034424","GO:0034424","Vps55/Vps68 complex",0,"0/85",""
"GO:0035369","GO:0035369","pre-B cell receptor complex",0,"0/85",""
"GO:0036502","GO:0036502","Derlin-1-VIMP complex",0,"0/85",""
"GO:0036513","GO:0036513","Derlin-1 retrotranslocation complex",0,"0/85",""
"GO:0042765","GO:0042765","GPI-anchor transamidase complex",0,"0/85",""
"GO:0042824","GO:0042824","MHC class I peptide loading complex",0,"0/85",""
"GO:0043541","GO:0043541","UDP-N-acetylglucosamine transferase complex",0,"0/85",""
"GO:0044570","GO:0044570","starch utilization system complex",0,"0/85",""
"GO:0046696","GO:0046696","lipopolysaccharide receptor complex",0,"0/85",""
"GO:0046930","GO:0046930","pore complex",0,"0/85",""
"GO:0061742","GO:0061742","chaperone-mediated autophagy translocation complex",0,"0/85",""
"GO:0062137","GO:0062137","cargo receptor complex",0,"0/85",""
"GO:0071256","GO:0071256","translocon complex",0,"0/85",""
"GO:0071439","GO:0071439","clathrin complex",0,"0/85",""
"GO:0072546","GO:0072546","EMC complex",0,"0/85",""
"GO:0098799","GO:0098799","outer mitochondrial membrane protein complex",0,"0/85",""
"GO:0098800","GO:0098800","inner mitochondrial membrane protein complex",0,"0/85",""
"GO:0098807","GO:0098807","chloroplast thylakoid membrane protein complex",0,"0/85",""
"GO:0106103","GO:0106103","COPII vesicles tethering complex",0,"0/85",""
"GO:0106234","GO:0106234","outer membrane protein complex",0,"0/85",""
"GO:0140622","GO:0140622","ER-to-endosome phospholipid transfer complex",0,"0/85",""
"GO:1902495","GO:1902495","transmembrane transporter complex",12,"12/85","DLG4/DPP6/GABRA5/GABRB3/GLRA2/GRIN2B/RYR2/SCN1A/CNTNAP2/GABRQ/DPP10/UNC80"
"GO:1990063","GO:1990063","Bam protein complex",0,"0/85",""
"GO:1990231","GO:1990231","STING complex",0,"0/85",""
"GO:1990604","GO:1990604","IRE1-TRAF2-ASK1 complex",0,"0/85",""
"GO:1990629","GO:1990629","phospholamban complex",0,"0/85",""
"GO:1990862","GO:1990862","nuclear membrane complex Bqt3-Bqt4",0,"0/85",""
"GO:0045121","GO:0045121","membrane raft",2,"2/85","NTSR1/SLC1A1"
"GO:0099401","GO:0099401","caveola bulb",0,"0/85",""
"GO:0072589","GO:0072589","box H/ACA scaRNP complex",0,"0/85",""
"GO:0035062","GO:0035062","omega speckle",0,"0/85",""
"GO:0020004","GO:0020004","symbiont-containing vacuolar space",0,"0/85",""
"GO:0020005","GO:0020005","symbiont-containing vacuole membrane",0,"0/85",""
"GO:0020006","GO:0020006","symbiont-containing vacuolar membrane network",0,"0/85",""
"GO:0033644","GO:0033644","host cell membrane",0,"0/85",""
"GO:0033646","GO:0033646","host intracellular part",0,"0/85",""
"GO:0035792","GO:0035792","host cell postsynaptic membrane",0,"0/85",""
"GO:0039713","GO:0039713","viral factory",0,"0/85",""
"GO:0043656","GO:0043656","host intracellular region",0,"0/85",""
"GO:0043664","GO:0043664","host peribacteroid membrane",0,"0/85",""
"GO:0043665","GO:0043665","host peribacteroid fluid",0,"0/85",""
"GO:0044084","GO:0044084","host cell membrane pore complex",0,"0/85",""
"GO:0044155","GO:0044155","host caveola",0,"0/85",""
"GO:0044156","GO:0044156","host cell junction",0,"0/85",""
"GO:0044157","GO:0044157","host cell projection",0,"0/85",""
"GO:0044158","GO:0044158","host cell wall",0,"0/85",""
"GO:0044221","GO:0044221","host cell synapse",0,"0/85",""
"GO:0044228","GO:0044228","host cell surface",0,"0/85",""
"GO:0044229","GO:0044229","host cell periplasmic space",0,"0/85",""
"GO:0044230","GO:0044230","host cell envelope",0,"0/85",""
"GO:0044231","GO:0044231","host cell presynaptic membrane",0,"0/85",""
"GO:0044385","GO:0044385","integral to membrane of host cell",0,"0/85",""
"GO:0044538","GO:0044538","host cell periphery",0,"0/85",""
"GO:0140220","GO:0140220","pathogen-containing vacuole",0,"0/85",""
"GO:0140593","GO:0140593","host apoplast",0,"0/85",""
"GO:0085036","GO:0085036","extrahaustorial matrix",0,"0/85",""
"GO:0019035","GO:0019035","viral integration complex",0,"0/85",""
"GO:0033643","GO:0033643","host cell part",0,"0/85",""
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane",2,"2/85","DLG4/SHANK3"
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane",0,"0/85",""
"GO:0031242","GO:0031242","extrinsic component of external side of cell outer membrane",0,"0/85",""
"GO:0031245","GO:0031245","extrinsic component of periplasmic side of cell outer membrane",0,"0/85",""
"GO:0036420","GO:0036420","extrinsic component of mycolate outer membrane",0,"0/85",""
"GO:0000306","GO:0000306","extrinsic component of vacuolar membrane",0,"0/85",""
"GO:0005780","GO:0005780","extrinsic component of intraperoxisomal membrane",0,"0/85",""
"GO:0031313","GO:0031313","extrinsic component of endosome membrane",0,"0/85",""
"GO:0031314","GO:0031314","extrinsic component of mitochondrial inner membrane",0,"0/85",""
"GO:0031315","GO:0031315","extrinsic component of mitochondrial outer membrane",0,"0/85",""
"GO:0031316","GO:0031316","extrinsic component of nuclear outer membrane",0,"0/85",""
"GO:0035452","GO:0035452","extrinsic component of plastid membrane",0,"0/85",""
"GO:0042406","GO:0042406","extrinsic component of endoplasmic reticulum membrane",0,"0/85",""
"GO:0090498","GO:0090498","extrinsic component of Golgi membrane",0,"0/85",""
"GO:0097629","GO:0097629","extrinsic component of omegasome membrane",0,"0/85",""
"GO:0098850","GO:0098850","extrinsic component of synaptic vesicle membrane",0,"0/85",""
"GO:0098922","GO:0098922","extrinsic component of dense core granule membrane",0,"0/85",""
"GO:0098929","GO:0098929","extrinsic component of spine apparatus membrane",0,"0/85",""
"GO:0035449","GO:0035449","extrinsic component of plastid thylakoid membrane",0,"0/85",""
"GO:0034591","GO:0034591","rhoptry lumen",0,"0/85",""
"GO:1990225","GO:1990225","rhoptry neck",0,"0/85",""
"GO:0033163","GO:0033163","microneme membrane",0,"0/85",""
"GO:0034494","GO:0034494","microneme lumen",0,"0/85",""
"GO:0005861","GO:0005861","troponin complex",0,"0/85",""
"GO:0005862","GO:0005862","muscle thin filament tropomyosin",0,"0/85",""
"GO:0014705","GO:0014705","C zone",0,"0/85",""
"GO:0031430","GO:0031430","M band",0,"0/85",""
"GO:0031673","GO:0031673","H zone",0,"0/85",""
"GO:0030018","GO:0030018","Z disc",2,"2/85","RYR2/SCN1A"
"GO:0031594","GO:0031594","neuromuscular junction",1,"1/85","DLG4"
"GO:0060076","GO:0060076","excitatory synapse",3,"3/85","DLG4/NLGN3/NLGN4X"
"GO:0060077","GO:0060077","inhibitory synapse",2,"2/85","NLGN3/NLGN4X"
"GO:0097470","GO:0097470","ribbon synapse",0,"0/85",""
"GO:0098685","GO:0098685","Schaffer collateral - CA1 synapse",0,"0/85",""
"GO:0098690","GO:0098690","glycinergic synapse",1,"1/85","GLRA2"
"GO:0098691","GO:0098691","dopaminergic synapse",0,"0/85",""
"GO:0098692","GO:0098692","noradrenergic synapse",0,"0/85",""
"GO:0098793","GO:0098793","presynapse",13,"13/85","BDNF/CDH10/DLG4/GABRA5/NTSR1/SLC1A1/USH2A/NRXN1/NRXN2/NLGN3/NLGN4X/ROGDI/CTTNBP2"
"GO:0098794","GO:0098794","postsynapse",18,"18/85","CDH10/DLG4/GABRA5/GABRB3/GLRA2/GRIN2B/ITGB3/MEF2C/NTSR1/SLC1A1/IL1RAPL1/DIP2A/NLGN3/GABRQ/NLGN4X/CTTNBP2/SHANK3/LRRTM3"
"GO:0098978","GO:0098978","glutamatergic synapse",8,"8/85","CDH10/DLG4/ITGB3/IL1RAPL1/NLGN3/NLGN4X/CTTNBP2/LRRTM3"
"GO:0098979","GO:0098979","polyadic synapse",0,"0/85",""
"GO:0098981","GO:0098981","cholinergic synapse",0,"0/85",""
"GO:0098982","GO:0098982","GABA-ergic synapse",4,"4/85","CDH10/GABRA5/NLGN3/NLGN4X"
"GO:0098984","GO:0098984","neuron to neuron synapse",8,"8/85","DLG4/GRIN2B/NTSR1/SLC1A1/NLGN3/NLGN4X/SHANK3/LRRTM3"
"GO:0099154","GO:0099154","serotonergic synapse",0,"0/85",""
"GO:0099192","GO:0099192","cerebellar Golgi cell to granule cell synapse",0,"0/85",""
"GO:0140240","GO:0140240","perforant pathway to dendrate granule cell synapse",0,"0/85",""
"GO:0005911","GO:0005911","cell-cell junction",6,"6/85","CDH10/ITGB3/OXTR/PCDH9/CNTNAP2/IQGAP3"
"GO:0030055","GO:0030055","cell-substrate junction",1,"1/85","ITGB3"
"GO:0120119","GO:0120119","flagellum attachment zone",0,"0/85",""
"GO:0009274","GO:0009274","peptidoglycan-based cell wall",0,"0/85",""
"GO:0009277","GO:0009277","fungal-type cell wall",0,"0/85",""
"GO:0009505","GO:0009505","plant-type cell wall",0,"0/85",""
"GO:0010339","GO:0010339","external side of cell wall",0,"0/85",""
"GO:0031160","GO:0031160","spore wall",0,"0/85",""
"GO:0043680","GO:0043680","filiform apparatus",0,"0/85",""
"GO:0097570","GO:0097570","cyst wall",0,"0/85",""
"GO:1990073","GO:1990073","perforation plate",0,"0/85",""
"GO:0036407","GO:0036407","mycolate outer membrane",0,"0/85",""
"GO:0030114","GO:0030114","slime layer",0,"0/85",""
"GO:0042603","GO:0042603","capsule",0,"0/85",""
"GO:0090123","GO:0090123","lysosomal glycocalyx",0,"0/85",""
"GO:0120234","GO:0120234","stereocilium coat",0,"0/85",""
"GO:0120238","GO:0120238","sperm glycocalyx",0,"0/85",""
"GO:0120239","GO:0120239","vascular endothelial glycocalyx",0,"0/85",""
"GO:0120240","GO:0120240","platelet glycocalyx",0,"0/85",""
"GO:0001527","GO:0001527","microfibril",0,"0/85",""
"GO:0009519","GO:0009519","middle lamella",0,"0/85",""
"GO:0035805","GO:0035805","egg coat",0,"0/85",""
"GO:0061800","GO:0061800","fibronectin fibril",0,"0/85",""
"GO:0062023","GO:0062023","collagen-containing extracellular matrix",2,"2/85","USH2A/LAMC3"
"GO:0062039","GO:0062039","biofilm matrix",0,"0/85",""
"GO:0062129","GO:0062129","chitin-based extracellular matrix",0,"0/85",""
"GO:0062130","GO:0062130","adhesive extracellular matrix",0,"0/85",""
"GO:0070505","GO:0070505","pollen coat",0,"0/85",""
"GO:0070645","GO:0070645","Ubisch body",0,"0/85",""
"GO:0071953","GO:0071953","elastic fiber",0,"0/85",""
"GO:1990341","GO:1990341","thrombospondin complex",0,"0/85",""
"GO:1990377","GO:1990377","organomineral extracellular matrix",0,"0/85",""
"GO:0070825","GO:0070825","micropyle",0,"0/85",""
"GO:0043668","GO:0043668","exine",0,"0/85",""
"GO:0043678","GO:0043678","intine",0,"0/85",""
"GO:0062074","GO:0062074","pollen aperture",0,"0/85",""
"GO:0031500","GO:0031500","Tea1 cell-end complex",0,"0/85",""
"GO:0031562","GO:0031562","hyphal tip polarisome",0,"0/85",""
"GO:0031563","GO:0031563","mating projection tip polarisome",0,"0/85",""
"GO:0031521","GO:0031521","spitzenkorper",0,"0/85",""
"GO:0044294","GO:0044294","dendritic growth cone",0,"0/85",""
"GO:0044295","GO:0044295","axonal growth cone",0,"0/85",""
"GO:0090724","GO:0090724","central region of growth cone",0,"0/85",""
